,name,team,minutes
255,Granit Xhaka,Arsenal,0
257,Gustavo Hamer,Sheffield Utd,1
258,Gustavo Henrique Furtado Scarpa,Nott'm Forest,0
259,Hakim Ziyech,Chelsea,0
261,Hamed Traorè,Bournemouth,0
262,Han-Noah Massengo,Burnley,0
264,Hannibal Mejbri,Man Utd,1
266,Harrison Reed,Fulham,1
267,Harry Arter,Nott'm Forest,0
271,Harry Wilson,Fulham,1
272,Harvey Barnes,Newcastle,1
273,Harvey Elliott,Liverpool,1
277,Hwang Hee-chan,Wolves,1
279,Ian Maatsen,Chelsea,1
280,Ibrahim Sangaré,Nott'm Forest,1
282,Idrissa Gueye,Everton,1
287,Isaac Hayden,Newcastle,0
288,Ismaila Coulibaly,Sheffield Utd,0
291,Ivan Neves Abreu Cavaleiro,Fulham,0
294,Jack Cork,Burnley,1
295,Jack Grealish,Man City,1
296,Jack Harrison,Everton,1
297,Jack Hinshelwood,Brighton,0
301,Jacob Bruun Larsen,Burnley,1
302,Jacob Murphy,Newcastle,0
303,Jacob Ramsey,Aston Villa,1
304,Jaden Philogene-Bidace,Aston Villa,0
305,Jadon Sancho,Man Utd,0
306,Jaidon Anthony,Bournemouth,0
307,Jairo Riedewald,Crystal Palace,0
310,Jakub Moder,Brighton,0
313,Jamal Lowe,Bournemouth,0
314,James Garner,Everton,1
316,James Maddison,Spurs,1
317,James McAtee,Sheffield Utd,1
318,James McConnell,Liverpool,0
319,James Milner,Brighton,1
324,James Ward-Prowse,West Ham,1
330,Jarrod Bowen,West Ham,1
336,Jean-Philippe Gbamin,Everton,0
338,Jean-Ricner Bellegarde,Wolves,0
339,Jeff Hendrick,Newcastle,0
340,Jefferson Lerma Solís,Crystal Palace,0
341,Jeffrey Schlupp,Crystal Palace,1
342,Jeremy Sarmiento Morante,Brighton,0
343,Jesurun Rak-Sakyi,Crystal Palace,0
347,Joe Hodge,Wolves,0
349,Joe Rothwell,Bournemouth,1
352,Joe Willock,Newcastle,0
356,Joelinton Cássio Apolinário de Lira,Newcastle,1
358,John Fleck,Sheffield Utd,0
360,John McGinn,Aston Villa,1
365,Jonjo Shelvey,Nott'm Forest,0
368,Jordan Ayew,Crystal Palace,1
370,Jordan Clark,Luton,0
371,Jordan Henderson,Liverpool,0
373,Jorge Luiz Frello Filho,Arsenal,1
376,Josh Bowler,Nott'm Forest,0
378,Josh Brownhill,Burnley,1
379,Josh Cullen,Burnley,1
380,Josh Dasilva,Brentford,0
385,João Palhinha Gonçalves,Fulham,1
387,João Victor Gomes da Silva,Wolves,1
390,Julio Enciso,Brighton,0
393,Justin Kluivert,Bournemouth,1
394,Jérémy Doku,Man City,1
395,Jóhann Berg Gudmundsson,Burnley,1
396,Kacper Kozłowski,Brighton,0
397,Kai Havertz,Arsenal,1
398,Kalvin Phillips,Man City,1
399,Kaoru Mitoma,Brighton,1
402,Keane Lewis-Potter,Brentford,1
407,Kevin De Bruyne,Man City,0
409,Kevin Schade,Brentford,1
415,Kobbie Mainoo,Man Utd,0
423,Leander Dendoncker,Aston Villa,0
424,Leandro Trossard,Arsenal,1
425,Leon Bailey,Aston Villa,1
426,Lesley Ugochukwu,Chelsea,1
428,Lewis Cook,Bournemouth,1
429,Lewis Dobbin,Everton,0
432,Lewis Miley,Newcastle,0
433,Lewis O'Brien,Nott'm Forest,0
438,Louie Watson,Luton,0
441,Luca Koleosho,Burnley,1
444,Lucas Tolentino Coelho de Lima,West Ham,1
445,Luis Díaz,Liverpool,1
446,Luis Sinisterra,Bournemouth,1
448,Luke Berry,Luton,0
449,Luke Cundle,Wolves,0
450,Luke Freeman,Luton,0
451,Luke Harris,Fulham,0
457,Mackenzie Hunt,Everton,0
459,Mads Bidstrup,Brentford,0
462,Mahmoud Dahoud,Brighton,1
464,Malcolm Ebiowei,Crystal Palace,0
466,Manor Solomon,Spurs,1
468,Manuel Benson Hedilazio,Burnley,0
473,Marcus Oliveira Alencar,Arsenal,0
474,Marcus Rashford,Man Utd,1
475,Marcus Tavernier,Bournemouth,1
477,Mario Lemina,Wolves,1
482,Martin Ødegaard,Arsenal,1
483,Marvelous Nakamba,Luton,1
486,Mason Mount,Man Utd,1
487,Mateo Kovačić,Man City,1
488,Matheus França de Oliveira,Crystal Palace,0
489,Matheus Luiz Nunes,Man City,1
491,Mathias Jensen,Brentford,1
496,Matt Ritchie,Newcastle,0
500,Matthew Dibley-Dias,Fulham,0
505,Maxwel Cornet,West Ham,0
508,Michael Olakigbe,Brentford,0
509,Michael Olise,Crystal Palace,0
513,Miguel Almirón Rejala,Newcastle,1
514,Mike Trésor,Burnley,1
515,Mikkel Damsgaard,Brentford,0
518,Mohamed Elneny,Arsenal,0
519,Mohamed Salah,Liverpool,1
520,Mohammed Kudus,West Ham,1
521,Moisés Caicedo Corozo,Chelsea,1
522,Morgan Gibbs-White,Nott'm Forest,1
523,Morgan Sanson,Aston Villa,0
524,Moussa Diaby,Aston Villa,1
527,Mykhailo Mudryk,Chelsea,1
528,Máximo Perrone,Man City,0
529,Naouirou Ahamada,Crystal Palace,0
534,Nathan Redmond,Burnley,1
542,Nicolas Pépé,Arsenal,0
543,Nicolás Domínguez,Nott'm Forest,1
544,Nicolò Zaniolo,Aston Villa,0
545,Nikola Vlašić,West Ham,0
546,Noni Madueke,Chelsea,0
555,Oliver Norwood,Sheffield Utd,1
556,Oliver Skipp,Spurs,0
561,Omari Forson,Man Utd,0
562,Omari Kellyman,Aston Villa,0
563,Orel Mangala,Nott'm Forest,1
564,Oscar Bobb,Man City,0
566,Pablo Fornals Malla,West Ham,1
567,Pablo Sarabia,Wolves,0
568,Pape Matar Sarr,Spurs,1
569,Pascal Groß,Brighton,1
572,Pedro Lomba Neto,Wolves,1
574,Pelly Ruddock Mpanzu,Luton,1
576,Phil Foden,Man City,1
577,Philip Billing,Bournemouth,1
578,Philippe Coutinho Correia,Aston Villa,0
580,Pierre-Emile Højbjerg,Spurs,1
582,Raheem Sterling,Chelsea,1
589,Reiss Nelson,Arsenal,1
591,Remo Freuler,Nott'm Forest,0
594,Richarlison de Andrade,Spurs,1
598,Riyad Mahrez,Man City,0
602,Rodrigo Bentancur,Spurs,0
603,Rodrigo Hernandez,Man City,1
606,Roméo Lavia,Chelsea,1
608,Ross Barkley,Luton,0
609,Ryan Christie,Bournemouth,1
610,Ryan Fraser,Newcastle,0
613,Ryan Gravenberch,Liverpool,0
615,Ryan Trevitt,Brentford,0
616,Ryan Yates,Nott'm Forest,1
621,Saman Ghoddos,Brentford,0
622,Samuel Bastien,Burnley,0
623,Sander Berge,Burnley,1
624,Sandro Tonali,Newcastle,1
627,Saïd Benrahma,West Ham,1
628,Saša Lukić,Fulham,1
631,Scott McTominay,Man Utd,1
632,Scott Twine,Burnley,0
634,Sean Longstaff,Newcastle,1
637,Sergi Canós Tenés,Brentford,0
640,Shandon Baptiste,Brentford,0
641,Shea Charles,Man City,0
643,Simon Adingra,Brighton,1
644,Siriki Dembélé,Bournemouth,0
645,Sofyan Amrabat,Man Utd,0
646,Solly March,Brighton,1
647,Son Heung-min,Spurs,1
648,Stefan Bajcetic,Liverpool,0
651,Steven Alzate,Brighton,0
654,Tahith Chong,Luton,1
657,Tanguy Ndombélé Alvaro,Spurs,0
661,Thiago Alcántara do Nascimento,Liverpool,0
666,Thomas Partey,Arsenal,0
668,Tim Iroegbunam,Aston Villa,0
673,Tom Cairney,Fulham,1
674,Tom Davies,Sheffield Utd,0
679,Tommy Doyle,Wolves,1
680,Tomáš Souček,West Ham,1
685,Tyler Adams,Bournemouth,1
686,Tyler Onyango,Everton,0
688,Tyrese Francois,Fulham,0
695,Vini de Souza Costa,Sheffield Utd,1
698,Vitaly Janelt,Brentford,1
700,Wataru Endo,Liverpool,0
705,Will Hughes,Crystal Palace,1
708,Willian Borges da Silva,Fulham,1
710,Wilson Odobert,Burnley,0
712,Yasin Ayari,Brighton,0
714,Yegor Yarmolyuk,Brentford,0
716,Youri Tielemans,Aston Villa,1
718,Yves Bissouma,Spurs,1
722,Ângelo Gabriel Borges Damaceno,Chelsea,0
